Education_Sector,School_Name,School_Type,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,LGA_Name,X,Y
Government,Sunbury College,Secondary,30 Racecourse Road,,Sunbury,VIC,3429,Hume (C),144.728672,-37.574279
Government,Sydney Road Community School,Secondary,12-14 Glenlyon Road,,Brunswick,VIC,3056,Merri-bek (C),144.962338,-37.771817
Government,Tallangatta Secondary College,Secondary,145 Towong Street,,Tallangatta,VIC,3700,Towong (S),147.172667,-36.220441
Government,Thomastown Secondary College,Secondary,80-96 Main Street,,Thomastown,VIC,3074,Whittlesea (C),145.0019385,-37.67871605
Government,Trafalgar High School,Secondary,70-80 School Road,,Trafalgar,VIC,3824,Baw Baw (S),146.158302,-38.214568
Government,Bemin Secondary College,Secondary,805 Morris Road,,Truganina,VIC,3029,Wyndham (C),144.709748,-37.826407
Government,Dohertys Creek P-9 College,Pri/Sec,60 Elmhurst Road,,Truganina,VIC,3029,Wyndham (C),144.733911,-37.842976
Government,University High School,Secondary,77 Story Street,,Parkville,VIC,3052,Melbourne (C),144.95538,-37.796982
Government,Roxburgh College,Secondary,60-70 Donald Cameron Drive,,Roxburgh Park,VIC,3064,Hume (C),144.930331,-37.63041
Government,Upper Yarra Secondary College,Secondary,81-89 Little Yarra Road,,Yarra Junction,VIC,3797,Yarra Ranges (S),145.623933,-37.79209352
Government,Upwey High School,Secondary,1451 Burwood Highway,,Upwey,VIC,3158,Yarra Ranges (S),145.335475,-37.904357
Government,Vermont Secondary College,Secondary,27 - 63 Morack Road,,Vermont,VIC,3133,Whitehorse (C),145.199701,-37.844117
Government,Kambrya College,Secondary,68 Bemersyde Drive,,Berwick,VIC,3806,Casey (C),145.34741,-38.05368819
Government,Carrum Downs Secondary College,Secondary,263 McCormicks Road,,Carrum Downs,VIC,3201,Frankston (C),145.197658,-38.095291
Government,Wangaratta High School,Secondary,17-49 Edwards Street,,Wangaratta,VIC,3677,Wangaratta (RC),146.307723,-36.344898
Government,Greenvale Secondary College,Secondary,2 Glencairn Drive,,Greenvale,VIC,3059,Hume (C),144.8896083,-37.6503006
Government,Wantirna College,Secondary,90 Harold Street,,Wantirna,VIC,3152,Knox (C),145.229974,-37.857598
Government,Warracknabeal Secondary College,Secondary,5 Werrigar Street,,Warracknabeal,VIC,3393,Yarriambiack (S),142.390795,-36.257679
Government,Warrandyte High School,Secondary,241-247 Heidelberg-Warrandyte Rd,,Warrandyte,VIC,3113,Manningham (C),145.184222,-37.748269
Government,Wellington Secondary College,Secondary,91 Police Road,,Mulgrave,VIC,3170,Monash (C),145.169378,-37.934467
Government,Werribee Secondary College,Secondary,45 Duncans Road,,Werribee,VIC,3030,Wyndham (C),144.668744,-37.905536
Government,Bairnsdale Secondary College,Secondary,90 Mckean Street,,Bairnsdale,VIC,3875,East Gippsland (S),147.6049997,-37.82871098
Government,Westall Secondary College,Secondary,88-128 Rosebank Avenue,,Clayton South,VIC,3169,Kingston (C),145.136577,-37.940312
Government,Wheelers Hill Secondary College,Secondary,2-28 Raphael Drive,,Wheelers Hill,VIC,3150,Monash (C),145.181743,-37.910126
Government,Williamstown High School,Secondary,76 Pasco Street,,Williamstown,VIC,3016,Hobsons Bay (C),144.895024,-37.862855
Government,Wodonga Senior Secondary College,Secondary,80 Brockley Street,,Wodonga,VIC,3690,Wodonga (C),146.8810522,-36.12560893
Government,Yarram Secondary College,Secondary,86 James Street,,Yarram,VIC,3971,Wellington (S),146.685408,-38.56743
Government,Woodmans Hill Secondary College,Secondary,1 Fussell Street,,Ballarat East,VIC,3350,Ballarat (C),143.892275,-37.559122
Government,Yea High School,Secondary,67 Racecourse Rd,,Yea,VIC,3717,Murrindindi (S),145.408536,-37.215011
Government,Glen Eira College,Secondary,76 Booran Road,,Caulfield East,VIC,3145,Glen Eira (C),145.038006,-37.8857
Government,Craigieburn Secondary College,Secondary,102 Hothlyn Drive,,Craigieburn,VIC,3064,Hume (C),144.9359541,-37.60875112
Government,Emerald Secondary College,Secondary,425 Belgrave-gembrook Rd,,Emerald,VIC,3782,Cardinia (S),145.4587437,-37.92427055
Government,Reservoir High School,Secondary,855 Plenty Road,,Reservoir,VIC,3073,Darebin (C),145.029772,-37.722259
Government,Hampton Park Secondary College,Secondary,58 - 96 Fordholm Road,,Hampton Park,VIC,3976,Casey (C),145.259884,-38.034862
Government,Hoppers Crossing Secondary College,Secondary,2 Fraser Street,,Hoppers Crossing,VIC,3029,Wyndham (C),144.695358,-37.871223
Government,Keilor Downs Secondary College,Secondary,100-110 Odessa Avenue,,Keilor Downs,VIC,3038,Brimbank (C),144.811186,-37.715515
Government,Kurnai College,Secondary,42-66 Bridle Road,,Morwell,VIC,3840,Latrobe (C),146.432788,-38.228791
Government,Kurunjang Secondary College,Secondary,10 Kurunjang Drive,,Kurunjang,VIC,3337,Melton (C),144.585957,-37.672914
Government,Lakes Entrance Secondary College,Secondary,1-11 North Street,,Lakes Entrance,VIC,3909,East Gippsland (S),147.998412,-37.871343
Government,Elisabeth Murdoch College,Secondary,80 Warrandyte Road,,Langwarrin,VIC,3910,Frankston (C),145.19018,-38.159291
Government,Sunbury Downs Secondary College,Secondary,148-174 Mitchells Lane,,Sunbury,VIC,3429,Hume (C),144.704485,-37.584007
Government,Forest Hill College,Secondary,178-180 Mahoneys Road,,Burwood East,VIC,3151,Whitehorse (C),145.163728,-37.848519
Government,Patterson River Secondary College,Secondary,70 - 98 Eel Race Road,,Seaford,VIC,3198,Frankston (C),145.134741,-38.083504
Government,St Helena Secondary College,Secondary,Wallowa Road,,Eltham North,VIC,3095,Banyule (C),145.1399078,-37.68686717
Government,Stawell Secondary College,Secondary,79-97 Patrick Street,,Stawell,VIC,3380,Northern Grampians (S),142.789787,-37.061954
Government,Rowville Secondary College,Secondary,17 Paratea Drive,,Rowville,VIC,3178,Knox (C),145.2370885,-37.92388682
Government,Bass Coast College,Secondary,2 McKenzie Street,,Wonthaggi,VIC,3995,Bass Coast (S),145.5978801,-38.61094209
Government,Sandringham College,Secondary,11 Holloway Road,,Sandringham,VIC,3191,Bayside (C),145.023034,-37.956709
Government,Fitzroy High School,Secondary,24-30 Falconer Street,,Fitzroy North,VIC,3068,Yarra (C),144.987476,-37.784911
Government,Ashwood High School,Secondary,50 Vannam Drive,,Ashwood,VIC,3147,Monash (C),145.103328,-37.864527
Government,Mullauna Secondary College,Secondary,456 Springfield Road,,Mitcham,VIC,3132,Whitehorse (C),145.190155,-37.807109
Government,Leongatha Secondary College,Secondary,115 Nerrena Road,,Leongatha,VIC,3953,South Gippsland (S),145.9612411,-38.47868659
Government,Diamond Valley College,Secondary,165-179 Main Hurstbridge Road,,Diamond Creek,VIC,3089,Nillumbik (S),145.167403,-37.672828
Government,Blackburn English Language School,Language,120 Eley Road,,Burwood East,VIC,3151,Whitehorse (C),145.148292,-37.847889
Government,Collingwood English Language School,Language,19 Cambridge Street,,Collingwood,VIC,3066,Yarra (C),144.9847995,-37.80784119
Government,Noble Park English Language School,Language,21-35 Thomas Street,,Noble Park,VIC,3174,Greater Dandenong (C),145.178166,-37.971168
Government,Greensborough Secondary College,Secondary,59 Nepean Street,,Greensborough,VIC,3088,Banyule (C),145.091251,-37.708486
Government,Ararat Secondary College,Secondary,4-30 Barkly Street,,Ararat,VIC,3377,Ararat (RC),142.9219615,-37.28599961
Government,Mill Park Secondary College,Secondary,9 - 25 Moorhead Drive,,Mill Park,VIC,3082,Whittlesea (C),145.063414,-37.664155
Government,Bacchus Marsh College,Secondary,73 Grant Street,,Bacchus Marsh,VIC,3340,Moorabool (S),144.4330584,-37.68562875
Government,Geelong English Language School (interim name),Language,12 Pickett Crescent,,Belmont,VIC,3216,Greater Geelong (C),144.33986,-38.18571
Government,The Grange P-12 College,Pri/Sec,30 Deloraine Drive,,Hoppers Crossing,VIC,3029,Wyndham (C),144.6749381,-37.8581346
Government,Springside West Secondary College,Secondary,70 City Vista Court,,Fraser Rise,VIC,3336,Melton (C),144.7278679,-37.7156903
Government,Taylors Lakes Secondary College,Secondary,1-39 Parmelia Drive,,Taylors Lakes,VIC,3038,Brimbank (C),144.794402,-37.70741
Government,Sunshine College,Secondary,25A Lachlan Road,,Sunshine West,VIC,3020,Brimbank (C),144.81382,-37.793158
Government,Wallan Secondary College,Secondary,100 Duke Street,,Wallan,VIC,3756,Mitchell (S),144.981473,-37.418393
Government,Thornbury High School,Secondary,238 Collins Street,,Thornbury,VIC,3071,Darebin (C),145.0252135,-37.75649469
Government,Portland Secondary College,Secondary,170 Must Street,,Portland,VIC,3305,Glenelg (S),141.5948243,-38.3588185
Government,Copperfield College,Secondary,Goldsmith Avenue,,Delahey,VIC,3037,Brimbank (C),144.772426,-37.719463
Government,Bayside P-12 College,Pri/Sec,29-69 Kororoit Creek Road,,Williamstown,VIC,3016,Hobsons Bay (C),144.8852138,-37.85770007
Government,South Oakleigh College,Secondary,Bakers Road,,Oakleigh South,VIC,3167,Monash (C),145.089768,-37.92232068
Government,Swan Hill College,Secondary,10 - 32 Pye Street,,Swan Hill,VIC,3585,Swan Hill (RC),143.5528519,-35.33522773
Government,Traralgon College,Secondary,154-184 Grey Street,,Traralgon,VIC,3844,Latrobe (C),146.5194895,-38.19142459
Government,Mornington Secondary College,Secondary,1051 Nepean Highway,,Mornington,VIC,3931,Mornington Peninsula (S),145.057762,-38.216712
Government,Essendon Keilor College,Secondary,Quinn Grove,,Keilor East,VIC,3033,Moonee Valley (C),144.8697108,-37.73970794
Government,Brunswick Secondary College,Secondary,47 Dawson Street,,Brunswick,VIC,3056,Merri-bek (C),144.95501,-37.770899
Government,Glen Waverley Secondary College,Secondary,13-21 O'Sullivan Road,,Glen Waverley,VIC,3150,Monash (C),145.162106,-37.878098
Government,Monterey Secondary College,Secondary,20 Silvertop Street,,Frankston North,VIC,3200,Frankston (C),145.147724,-38.126124
Government,Warrnambool College,Secondary,Grafton Road,,Warrnambool,VIC,3280,Warrnambool (C),142.4996761,-38.37671595
Government,Viewbank College,Secondary,1 Warren Road,,Viewbank,VIC,3084,Banyule (C),145.08659,-37.741196
Government,Noble Park Secondary College,Secondary,3 Callaghan Street,,Noble Park,VIC,3174,Greater Dandenong (C),145.182369,-37.970209
Government,Baimbridge College,Secondary,59 Mt Baimbridge Rd,,Hamilton,VIC,3300,Southern Grampians (S),142.014634,-37.734187
Government,Yarra Hills Secondary College,Secondary,16 Reay Road,,Mooroolbark,VIC,3138,Yarra Ranges (S),145.316184,-37.78934
Government,Heathmont College,Secondary,Waters Grove,,Heathmont,VIC,3135,Maroondah (C),145.2321036,-37.83842619
Government,Horsham College,Secondary,310 Baillie Street,,Horsham,VIC,3402,Horsham (RC),142.184101,-36.711661
Government,Melbourne Girls College,Secondary,Yarra Boulevard,,Richmond,VIC,3121,Yarra (C),145.014334,-37.822507
Government,Western Heights Secondary College,Secondary,37-61 Vines Road,,Hamlyn Heights,VIC,3215,Greater Geelong (C),144.328058,-38.12391
Government,Lowanna College,Secondary,72-96 Newark Avenue,,Newborough,VIC,3825,Latrobe (C),146.2859798,-38.17667934
Government,Templestowe College,Secondary,7 Cypress Avenue,,Templestowe Lower,VIC,3107,Manningham (C),145.122306,-37.767428
Government,Castlemaine Secondary College,Secondary,Blakeley Rd,,Castlemaine,VIC,3450,Mount Alexander (S),144.227547,-37.050436
Government,Warragul Regional College,Secondary,55 Burke Street,,Warragul,VIC,3820,Baw Baw (S),145.9254852,-38.16519591
Government,Mount Rowan Secondary College,Secondary,453-457 Forest Street,,Wendouree,VIC,3355,Ballarat (C),143.834472,-37.51922
Government,Charlton College,Pri/Sec,33 - 49 Davies Street,,Charlton,VIC,3525,Buloke (S),143.359633,-36.270312
Government,Wycheproof P-12 College,Pri/Sec,7-21 McKenzie Crescent,,Wycheproof,VIC,3527,Buloke (S),143.229098,-36.075704
Government,Birchip P-12 School,Pri/Sec,43-47 Campbell Street,,Birchip,VIC,3483,Buloke (S),142.9099365,-35.98438249
Government,Nhill College,Pri/Sec,Whitehead Avenue,,Nhill,VIC,3418,Hindmarsh (S),141.65886,-36.33260253
Government,Sale College,Secondary,73-81 Macalister Street,,Sale,VIC,3850,Wellington (S),147.068006,-38.108921
Government,McClelland Secondary College,Secondary,31 Belar Avenue,,Frankston,VIC,3199,Frankston (C),145.158453,-38.14632
Government,Western English Language School,Language,46 South Road,,Braybrook,VIC,3019,Maribyrnong (C),144.8540362,-37.790995
Government,Narre Warren South P-12 College,Pri/Sec,Amberly Park Drive,,Narre Warren South,VIC,3805,Casey (C),145.285075,-38.049734
Government,Lara Secondary College,Secondary,34 Alkara Avenue,,Lara,VIC,3212,Greater Geelong (C),144.41157,-38.018176
Government,Kaniva College,Pri/Sec,2 Farmers Street,,Kaniva,VIC,3419,West Wimmera (S),141.2448451,-36.38271876
Government,Corryong College,Pri/Sec,27-45 Towong Road,,Corryong,VIC,3707,Towong (S),147.910757,-36.192938
Government,Maryborough Education Centre,Pri/Sec,102 - 192 Balaclava Road,,Maryborough,VIC,3465,Central Goldfields (S),143.722865,-37.042159
Government,The Lakes South Morang College,Pri/Sec,80 Jardier Terrace,,South Morang,VIC,3752,Whittlesea (C),145.075679,-37.634935
Government,Point Cook Senior Secondary College,Secondary,Cnr Boardwalk Blvd & Bergamot,,Point Cook,VIC,3030,Wyndham (C),144.73282,-37.886718
Government,Manor Lakes P-12 College,Pri/Sec,2-50 Minindee Road,,Wyndham Vale,VIC,3024,Wyndham (C),144.601853,-37.873507
Government,Coburg High School,Secondary,101 Urquhart Street,,Coburg,VIC,3058,Merri-bek (C),144.9728,-37.7407
Government,Wodonga Middle Years College,Pri/Sec,22-24 Mitchell Street,,Wodonga,VIC,3690,Wodonga (C),146.890563,-36.130844
Government,Mount Ridley P-12 College,Pri/Sec,2-30 Hampton Street,,Craigieburn,VIC,3064,Hume (C),144.921334,-37.578645
Government,Tarneit Senior College,Secondary,861 Leakes Road,,Tarneit,VIC,3029,Wyndham (C),144.6804061,-37.83335386
Government,Echuca College,Secondary,20 - 50 Butcher Street,,Echuca,VIC,3564,Campaspe (S),144.732423,-36.132394
Government,John Monash Science School,Secondary,39 Innovation Walk,,Clayton,VIC,3800,Monash (C),145.128686,-37.914221
Government,Altona College,Pri/Sec,103A Grieve Parade,,Altona,VIC,3018,Hobsons Bay (C),144.818639,-37.861911
Government,Dandenong High School,Secondary,92-106 Princes Highway,,Dandenong,VIC,3175,Greater Dandenong (C),145.209011,-37.979418
Government,Bass Coast Specialist School,Special,6 Mckenzie Street,,Wonthaggi,VIC,3995,Bass Coast (S),145.5964659,-38.60974434
Government,Laverton P-12 College,Pri/Sec,91 Bladin Street,,Laverton,VIC,3028,Hobsons Bay (C),144.7726329,-37.85617409
Government,Hume Central Secondary College,Secondary,60-78 Tanderrum Way,,Broadmeadows,VIC,3047,Hume (C),144.915355,-37.680442
Government,Colac Secondary College,Secondary,173 Queen Street,,Colac,VIC,3250,Colac-Otway (S),143.5901021,-38.35149548
Government,Nossal High School,Secondary,40 Sir Gustav Nossal Blvd,,Berwick,VIC,3806,Casey (C),145.336563,-38.038502
Government,Suzanne Cory High School,Secondary,225 Hoppers Lane,,Werribee,VIC,3030,Wyndham (C),144.700748,-37.893852
Government,Keysborough Secondary College,Secondary,8-20 Janine Road,,Springvale South,VIC,3172,Greater Dandenong (C),145.159839,-37.967017
Government,Hallam Secondary College,Secondary,74-84 Frawley Road,,Hallam,VIC,3803,Casey (C),145.261185,-38.000196
Government,Gleneagles Secondary College,Secondary,58 Reema Boulevard,,Endeavour Hills,VIC,3802,Casey (C),145.276556,-37.974606
Government,Fountain Gate Secondary College,Secondary,45 Josephine Avenue,,Narre Warren,VIC,3805,Casey (C),145.2953788,-38.00528163
Government,Balmoral K-12 Community College,Pri/Sec,1831 Harrow Balmoral Road,,Balmoral,VIC,3407,Southern Grampians (S),141.823621,-37.239578
Government,Myrtleford P-12 College,Pri/Sec,Prince Street,,Myrtleford,VIC,3737,Alpine (S),146.7261447,-36.54888702
Government,Alkira Secondary College,Secondary,15 Nurture Avenue,,Cranbourne North,VIC,3977,Casey (C),145.308716,-38.073127
Government,Somerville Secondary College,Secondary,37 Graf Road,,Somerville,VIC,3912,Mornington Peninsula (S),145.168595,-38.227257
Government,Tarneit Rise Primary School,Primary,51-71 Hummingbird Boulevard,,Tarneit,VIC,3029,Wyndham (C),144.665822,-37.836183
Government,Boort District P-12 School,Pri/Sec,9 - 27 Malone Street,,Boort,VIC,3537,Loddon (S),143.726948,-36.110217
Government,Yarrawonga College P-12,Pri/Sec,2-24 Pinniger Street,,Yarrawonga,VIC,3730,Moira (S),146.0066682,-36.02144074
Government,Seymour College,Pri/Sec,29-47 Stewart Street,,Seymour,VIC,3660,Mitchell (S),145.1411167,-37.02984234
Government,Merbein P-10 College,Pri/Sec,188-206 Commercial Street,,Merbein,VIC,3505,Mildura (RC),142.0713085,-34.16936534
Government,Albert Park College,Secondary,83 Danks Street,,Albert Park,VIC,3206,Port Phillip (C),144.947363,-37.844792
Government,Charles La Trobe P-12 College,Pri/Sec,235 Kingsbury Drive,,Macleod West,VIC,3085,Darebin (C),145.05865,-37.728966
Government,Victoria University Secondary College,Secondary,43 Ken Jordan Road,,Cairnlea,VIC,3023,Brimbank (C),144.794895,-37.755525
Government,Swifts Creek P-12 School,Pri/Sec,6840 Great Alpine Road,,Swifts Creek,VIC,3896,East Gippsland (S),147.7240342,-37.26684449
Government,Glenroy College,Secondary,120 Glenroy Road,,Glenroy,VIC,3046,Merri-bek (C),144.9249952,-37.70470214
Government,John Fawkner Secondary College,Secondary,51 Jukes Road,,Fawkner,VIC,3060,Merri-bek (C),144.9718587,-37.70271075
Government,William Ruthven Secondary College,Secondary,60 Merrilands Road,,Reservoir,VIC,3073,Darebin (C),145.002774,-37.696666
Government,Wollert Secondary College,Secondary,222 Highpark Drive,,Wollert,VIC,3750,Whittlesea (C),145.025238,-37.609617
Government,Mernda Central P-12 College,Pri/Sec,70 Breadalbane Avenue,,Mernda,VIC,3754,Whittlesea (C),145.08833,-37.604853
Government,Cranbourne East Secondary College,Secondary,50 Stately Drive,,Cranbourne East,VIC,3977,Casey (C),145.306027,-38.10494
Government,Featherbrook P-9 College,Pri/Sec,281 Boardwalk Boulevard,,Point Cook,VIC,3030,Wyndham (C),144.7275192,-37.90163614
Government,Phoenix P-12 Community College,Pri/Sec,53 - 71 Hertford Street,,Sebastopol,VIC,3356,Ballarat (C),143.8335059,-37.58661037
Government,Northern Bay P-12 College,Pri/Sec,3-25 Goldsworthy Road,,Corio,VIC,3214,Greater Geelong (C),144.355709,-38.078406
Government,Surf Coast Secondary College,Secondary,75 White Street,,Torquay,VIC,3228,Surf Coast (S),144.3238552,-38.30419186
Government,Hopetoun P-12 College,Pri/Sec,1 Dodgshun Street,,Hopetoun,VIC,3396,Yarriambiack (S),142.3660296,-35.73486974
Government,Doveton College,Pri/Sec,62 Tristania Street,,Doveton,VIC,3177,Casey (C),145.243173,-37.989449
Government,Officer Secondary College,Secondary,1 Parker Street,,Officer,VIC,3809,Cardinia (S),145.410967,-38.072015
Government,Brookside P-9 College,Pri/Sec,13 -16 Federation Way,,Caroline Springs,VIC,3023,Melton (C),144.737222,-37.746339
Government,Creekside K-9 College,Pri/Sec,3 - 37 The Crossing,,Caroline Springs,VIC,3023,Melton (C),144.738037,-37.73445
Government,Lakeview Senior College,Secondary,College Street,,Caroline Springs,VIC,3023,Melton (C),144.740281,-37.731016
Government,Springside Primary School,Primary,22-50 Becca Way,,Caroline Springs,VIC,3023,Melton (C),144.7386746,-37.71117852
Government,Melba Secondary College,Secondary,20 Brentnall Road,,Croydon,VIC,3136,Maroondah (C),145.262016,-37.795523
Government,Boronia K-12 College,Pri/Sec,35-37 Albert Avenue,,Boronia,VIC,3155,Knox (C),145.293268,-37.8583
Government,Tarneit P-9 College,Pri/Sec,21-23 Brinbrook Street,,Tarneit,VIC,3029,Wyndham (C),144.679815,-37.837451
Government,Benalla P-12 College,Pri/Sec,20 Faithfull Street,,Benalla,VIC,3672,Benalla (RC),145.963847,-36.553372
Government,Parkville College,Special,900-930 Park Street,,Parkville,VIC,3052,Melbourne (C),144.94736,-37.776815
Government,Centre for Higher Education Studies,Secondary,669 Chapel Street,,South Yarra,VIC,3141,Stonnington (C),144.996119,-37.836149
Independent,Wesley College,Pri/Sec,577 St Kilda Road,,MELBOURNE,VIC,3004,Melbourne (C),144.982144,-37.84883
Independent,Korowa Anglican Girls' School,Pri/Sec,10 - 16 Ranfurlie Crescent,,GLEN IRIS,VIC,3146,Stonnington (C),145.054637,-37.861454
Independent,Ruyton Girls' School,Pri/Sec,12 Selbourne Road,,KEW,VIC,3101,Boroondara (C),145.039181,-37.811111
Independent,Caulfield Grammar School,Pri/Sec,217 Glen Eira Road,,ST KILDA EAST,VIC,3183,Glen Eira (C),145.004887,-37.877377
Independent,Highview College,Secondary,21 Kars Street,,MARYBOROUGH,VIC,3465,Central Goldfields (S),143.736415,-37.053543
Independent,Tarrington Lutheran School,Primary,7901 Hamilton Highway,,TARRINGTON,VIC,3301,Southern Grampians (S),142.094259,-37.766232
Independent,Methodist Ladies' College,Pri/Sec,207 Barkers Road,,KEW,VIC,3101,Boroondara (C),145.038491,-37.813951
Independent,Ballarat Clarendon College,Pri/Sec,1425 Sturt Street,,BALLARAT,VIC,3350,Ballarat (C),143.8336504,-37.55964761
Independent,Christ Church Grammar School,Primary,677 Punt Road,,SOUTH YARRA,VIC,3141,Melbourne (C),144.985738,-37.838952
Independent,Fintona Girls' School,Pri/Sec,79 Balwyn Road,,BALWYN,VIC,3103,Boroondara (C),145.080326,-37.815158
Independent,Lauriston Girls' School,Pri/Sec,38 Huntingtower Road,,ARMADALE,VIC,3143,Stonnington (C),145.025089,-37.852317
Independent,Geelong Grammar School,Pri/Sec,50 Biddlecombe Avenue,,CORIO,VIC,3214,Greater Geelong (C),144.399071,-38.068817
Independent,Trinity Grammar School Kew,Pri/Sec,40 Charles Street,,KEW,VIC,3101,Boroondara (C),145.0355016,-37.81020316
Independent,Melbourne Girls Grammar,Pri/Sec,86 Anderson Street,,SOUTH YARRA,VIC,3141,Melbourne (C),144.984803,-37.831692
Independent,The Geelong College,Pri/Sec,Talbot Street,,NEWTOWN,VIC,3220,Greater Geelong (C),144.3400898,-38.15241839
Independent,Bayview College,Secondary,119 Bentinck St,,PORTLAND,VIC,3305,Glenelg (S),141.605949,-38.345232
Independent,Presbyterian Ladies' College,Pri/Sec,141 Burwood Highway,,BURWOOD,VIC,3125,Whitehorse (C),145.107002,-37.848559
Independent,St Michael's Grammar School,Pri/Sec,25 - 27 Chapel Street,,ST KILDA,VIC,3182,Port Phillip (C),144.991548,-37.859549
Independent,Firbank Grammar School,Pri/Sec,51 Outer Crescent,,BRIGHTON,VIC,3186,Bayside (C),144.996936,-37.906118
Independent,Ballarat Grammar,Pri/Sec,201 Forest Street,,WENDOUREE,VIC,3355,Ballarat (C),143.83083,-37.539237
Independent,The Hamilton and Alexandra College,Pri/Sec,1 Chaucer Street,,HAMILTON,VIC,3300,Southern Grampians (S),142.024214,-37.737198
Independent,Ivanhoe Grammar School,Pri/Sec,The Ridgeway,,IVANHOE,VIC,3079,Banyule (C),145.044477,-37.772515
Independent,Scotch College,Pri/Sec,1 Morrison Street,,HAWTHORN,VIC,3122,Boroondara (C),145.032288,-37.833922
Independent,St Leonard's College,Pri/Sec,163 South Rd,,BRIGHTON EAST,VIC,3187,Bayside (C),145.007554,-37.928631
Independent,Tintern Grammar,Pri/Sec,90 Alexandra Road,,RINGWOOD EAST,VIC,3135,Maroondah (C),145.25669,-37.815515
Independent,Toorak College,Pri/Sec,73 Old Mornington Road,,MT ELIZA,VIC,3930,Mornington Peninsula (S),145.093465,-38.172264
Independent,St Catherine's School,Pri/Sec,17 Heyington Place,,TOORAK,VIC,3142,Stonnington (C),145.021269,-37.838296
Independent,Lowther Hall Anglican Grammar School,Pri/Sec,17 Leslie Road,,ESSENDON,VIC,3040,Moonee Valley (C),144.914974,-37.759908
Independent,Penleigh & Essendon Grammar School,Pri/Sec,163 Rachelle Road,,KEILOR EAST,VIC,3033,Moonee Valley (C),144.870337,-37.732154
Independent,Mentone Grammar School,Pri/Sec,63 Venice Street,,MENTONE,VIC,3194,Kingston (C),145.068124,-37.987688
Independent,Ivanhoe Girls' Grammar School,Pri/Sec,123 Marshall St,,IVANHOE,VIC,3079,Banyule (C),145.046721,-37.765273
Independent,Carey Baptist Grammar School,Pri/Sec,349 Barkers Road,,KEW,VIC,3101,Boroondara (C),145.047817,-37.814784
Independent,Kilvington Grammar School,Pri/Sec,2 Leila Road,,ORMOND,VIC,3204,Glen Eira (C),145.04122,-37.89952
Independent,Haileybury College,Pri/Sec,855 Springvale Rd,,KEYSBOROUGH,VIC,3173,Greater Dandenong (C),145.14643,-37.995979
Independent,Strathcona Baptist Girls' Grammar,Pri/Sec,34 Scott Street,,CANTERBURY,VIC,3126,Boroondara (C),145.080366,-37.829176
Independent,Mentone Girls' Grammar School,Pri/Sec,11 Mentone Parade,,MENTONE,VIC,3194,Kingston (C),145.063465,-37.989375
Independent,Gippsland Grammar,Pri/Sec,417 York Street,,SALE,VIC,3850,Wellington (S),147.064627,-38.093651
Independent,Camberwell Grammar School,Pri/Sec,55 Mont Albert Road,,CANTERBURY,VIC,3126,Boroondara (C),145.066407,-37.816093
Independent,Brighton Grammar School,Pri/Sec,90 Outer Crescent,,BRIGHTON,VIC,3186,Bayside (C),144.993524,-37.911108
Independent,Huntingtower School,Pri/Sec,77 Waimarie Drive,,MT WAVERLEY,VIC,3149,Monash (C),145.136288,-37.876741
Independent,Kingswood College,Pri/Sec,355 Station Street,,BOX HILL,VIC,3128,Whitehorse (C),145.118628,-37.832777
Independent,St Margaret’s Berwick Grammar,Pri/Sec,27-47 Gloucester Ave,,BERWICK,VIC,3806,Casey (C),145.346545,-38.035346
Independent,Camberwell Girls Grammar School,Pri/Sec,2 Torrington Street,,CANTERBURY,VIC,3126,Boroondara (C),145.059705,-37.818211
Independent,"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,395 Barkers Road,,KEW,VIC,3101,Boroondara (C),145.052212,-37.815934
Independent,Mount Scopus Memorial College,Pri/Sec,245 Burwood Highway,,BURWOOD,VIC,3125,Whitehorse (C),145.117774,-37.847216
Independent,Henderson College,Pri/Sec,806-816 Cowra Ave,,IRYMPLE,VIC,3498,Mildura (RC),142.159259,-34.222606
Independent,Nunawading Christian College-Primary,Primary,Laughlin Ave,,NUNAWADING,VIC,3131,Whitehorse (C),145.17005,-37.82192
Independent,Heritage College,Pri/Sec,333 Centre Road,,NARRE WARREN SOUTH,VIC,3805,Casey (C),145.316519,-38.050215
Independent,Adass Israel School,Pri/Sec,10-12 King Street,,ELSTERNWICK,VIC,3185,Glen Eira (C),145.008205,-37.883899
Independent,Yeshivah College,Pri/Sec,88 Hotham Street,,ST KILDA EAST,VIC,3183,Glen Eira (C),145.000341,-37.868122
Independent,Rossbourne School,Special,131 Power Street,,HAWTHORN,VIC,3122,Boroondara (C),145.02655,-37.82304
Independent,Beth Rivkah Ladies College,Pri/Sec,14-20 Balaclava Road,,ST KILDA EAST,VIC,3183,Glen Eira (C),145.000835,-37.869281
Independent,St Peter's Lutheran School,Primary,6-26 Horsham Road,,DIMBOOLA,VIC,3414,Hindmarsh (S),142.037578,-36.457061
Independent,Leibler Yavneh College,Pri/Sec,2 Nagle Avenue,,ELSTERNWICK,VIC,3185,Glen Eira (C),145.006626,-37.892871
Independent,Peninsula Grammar,Pri/Sec,20 Wooralla Drive,,MT ELIZA,VIC,3930,Mornington Peninsula (S),145.090692,-38.198174
Independent,Bialik College,Pri/Sec,429 Auburn Road,,HAWTHORN,VIC,3122,Boroondara (C),145.043371,-37.842269
